,origin,dest,carrier,arr_delay,arr_delay,arr_delay,arr_delay,air_time,air_time,air_time,air_time,distance,distance,distance,distance,air_speed (mph),air_speed (mph),air_speed (mph),air_speed (mph),start_long,start_lati,end_long,end_lati
103,EWR,PVD,ExpressJet Airlines Inc.,358,16.23463687150838,-32.0,285.0,358,32.667597765363126,27.0,52.0,376,160.0,160,160,358,296.61520854470484,184.6153846153846,355.55555555555554,-74.168701171875,40.69250106811523,-71.42040252685547,41.73260116577149
104,EWR,PWM,ExpressJet Airlines Inc.,730,23.005479452054793,-35.0,310.0,730,48.727397260273975,38.0,78.0,770,284.0,284,284,730,351.68847838012294,218.46153846153845,448.42105263157896,-74.168701171875,40.69250106811523,-70.30930328,43.64619827
105,EWR,RDU,ExpressJet Airlines Inc.,1416,12.630649717514125,-35.0,415.0,1416,69.62358757062147,57.0,104.0,1481,416.0,416,416,1416,360.89321176824046,240.0,437.89473684210526,-74.168701171875,40.69250106811523,-78.7874984741211,35.877601623535156
106,EWR,RDU,United Air Lines Inc.,1,56.0,56.0,56.0,1,62.0,62.0,62.0,1,416.0,416,416,1,402.5806451612903,402.5806451612903,402.5806451612903,-74.168701171875,40.69250106811523,-78.7874984741211,35.877601623535156
107,EWR,RIC,ExpressJet Airlines Inc.,1615,25.820433436532507,-35.0,463.0,1615,53.54365325077399,35.0,100.0,1667,277.0,277,277,1615,313.1406954075861,166.2,474.85714285714283,-74.168701171875,40.69250106811523,-77.3197021484375,37.50519943237305
108,EWR,ROC,ExpressJet Airlines Inc.,488,20.66393442622951,-32.0,387.0,488,45.334016393442624,38.0,66.0,513,246.0,246,246,488,327.68806764506854,223.63636363636363,388.42105263157896,-74.168701171875,40.69250106811523,-77.67240142822266,43.118900299072266
109,EWR,RSW,JetBlue Airways,363,-6.9393939393939394,-42.0,210.0,363,155.45454545454547,133.0,188.0,365,1068.0,1068,1068,363,413.9212863416557,340.8510638297872,481.8045112781955,-74.168701171875,40.69250106811523,-81.75520324707031,26.53619956970215
110,EWR,RSW,United Air Lines Inc.,1061,-0.6578699340245052,-49.0,256.0,1061,157.17059377945336,128.0,219.0,1072,1068.0,1068,1068,1061,409.62707450747337,292.6027397260274,500.625,-74.168701171875,40.69250106811523,-81.75520324707031,26.53619956970215
111,EWR,SAN,United Air Lines Inc.,1125,3.008,-68.0,320.0,1125,325.28622222222225,279.0,389.0,1134,2425.0,2425,2425,1125,448.8397348574671,374.03598971722363,521.505376344086,-74.168701171875,40.69250106811523,-117.190002441,32.7336006165
112,EWR,SAT,United Air Lines Inc.,323,7.690402476780186,-54.0,396.0,323,221.29721362229103,183.0,292.0,330,1569.0,1569,1569,323,428.2040403409236,322.3972602739726,514.4262295081968,-74.168701171875,40.69250106811523,-98.46980285644531,29.533700942993164
113,EWR,SAV,ExpressJet Airlines Inc.,681,17.690161527165934,-35.0,443.0,681,107.33920704845815,87.0,136.0,736,708.0,708,708,681,398.2015268641223,312.3529411764706,488.2758620689655,-74.168701171875,40.69250106811523,-81.20210266,32.12760162
114,EWR,SBN,ExpressJet Airlines Inc.,4,-5.5,-15.0,3.0,4,93.5,91.0,97.0,4,637.0,637,637,4,409.012786461562,394.02061855670104,420.0,-74.168701171875,40.69250106811523,-86.31729888916016,41.70869827270508
115,EWR,SDF,ExpressJet Airlines Inc.,851,16.55229142185664,-40.0,286.0,851,106.51703877790834,87.0,185.0,891,642.0,642,642,851,364.4755839237485,208.2162162162162,442.7586206896552,-74.168701171875,40.69250106811523,-85.736,38.1744
116,EWR,SDF,United Air Lines Inc.,3,-10.0,-18.0,-4.0,3,96.0,94.0,99.0,3,642.0,642,642,3,401.4506091146629,389.0909090909091,409.7872340425532,-74.168701171875,40.69250106811523,-85.736,38.1744
117,EWR,SEA,Alaska Airlines Inc.,709,-9.930888575458392,-74.0,198.0,709,325.6177715091678,277.0,392.0,714,2402.0,2402,2402,709,443.67888921582147,367.6530612244898,520.2888086642599,-74.168701171875,40.69250106811523,-122.30899810791016,47.44900131225586
118,EWR,SEA,United Air Lines Inc.,1101,5.827429609445958,-60.0,299.0,1101,326.0435967302452,280.0,394.0,1117,2402.0,2402,2402,1101,443.01906840377023,365.78680203045684,514.7142857142857,-74.168701171875,40.69250106811523,-122.30899810791016,47.44900131225586
119,EWR,SFO,United Air Lines Inc.,4287,3.0578493118731047,-73.0,422.0,4287,342.6092838815022,295.0,420.0,4344,2565.0,2565,2565,4287,450.3773360668324,366.42857142857144,521.6949152542372,-74.168701171875,40.69250106811523,-122.375,37.61899948120117
120,EWR,SFO,Virgin America,777,-1.6087516087516087,-86.0,632.0,777,344.6872586872587,299.0,394.0,783,2565.0,2565,2565,777,447.50631774364194,390.60913705583755,514.7157190635452,-74.168701171875,40.69250106811523,-122.375,37.61899948120117
123,EWR,SLC,Delta Air Lines Inc.,351,11.378917378917379,-54.0,847.0,351,271.32763532763533,240.0,320.0,354,1969.0,1969,1969,351,436.62827532268557,369.1875,492.25,-74.168701171875,40.69250106811523,-111.97799682617188,40.78839874267578
124,EWR,SNA,United Air Lines Inc.,812,-7.8682266009852215,-70.0,189.0,812,329.2894088669951,274.0,405.0,825,2434.0,2434,2434,812,445.1101404196343,360.5925925925926,532.992700729927,-74.168701171875,40.69250106811523,-117.8679962,33.67570114
125,EWR,STL,ExpressJet Airlines Inc.,1690,17.25207100591716,-47.0,538.0,1690,135.44023668639053,110.0,194.0,1823,872.0,872,872,1690,389.1731202212057,269.69072164948454,475.6363636363637,-74.168701171875,40.69250106811523,-90.37000274658205,38.74869918823242
126,EWR,STL,United Air Lines Inc.,2,110.0,-22.0,242.0,2,121.0,120.0,122.0,2,872.0,872,872,2,432.42622950819674,428.8524590163935,436.0,-74.168701171875,40.69250106811523,-90.37000274658205,38.74869918823242
127,EWR,STL,Southwest Airlines Co.,682,13.629032258064516,-41.0,292.0,682,131.48973607038124,111.0,188.0,691,872.0,872,872,682,400.5749721385306,278.29787234042556,471.35135135135135,-74.168701171875,40.69250106811523,-90.37000274658205,38.74869918823242
129,EWR,SYR,ExpressJet Airlines Inc.,146,7.273972602739726,-28.0,192.0,146,38.986301369863014,30.0,47.0,157,195.0,195,195,146,301.80710175589917,248.93617021276597,390.0,-74.168701171875,40.69250106811523,-76.1063003540039,43.11119842529297
130,EWR,TPA,JetBlue Airways,362,18.53867403314917,-49.0,379.0,362,144.40331491712706,123.0,185.0,365,997.0,997,997,362,416.93421922621513,323.35135135135135,486.3414634146342,-74.168701171875,40.69250106811523,-82.533203125,27.975500106811523
131,EWR,TPA,ExpressJet Airlines Inc.,1,-20.0,-20.0,-20.0,1,149.0,149.0,149.0,1,997.0,997,997,1,401.4765100671141,401.4765100671141,401.4765100671141,-74.168701171875,40.69250106811523,-82.533203125,27.975500106811523
132,EWR,TPA,United Air Lines Inc.,1952,4.115266393442623,-46.0,281.0,1952,143.47233606557376,119.0,204.0,1968,997.0,997,997,1952,419.30846131108683,293.2352941176471,502.6890756302521,-74.168701171875,40.69250106811523,-82.533203125,27.975500106811523
133,EWR,TUL,ExpressJet Airlines Inc.,294,33.65986394557823,-43.0,262.0,294,178.3095238095238,148.0,250.0,315,1215.0,1215,1215,294,412.4199824463618,291.59999999999997,492.56756756756755,-74.168701171875,40.69250106811523,-95.88809967041016,36.19839859008789
134,EWR,TVC,ExpressJet Airlines Inc.,22,3.0,-39.0,116.0,22,96.0,88.0,108.0,24,644.0,644,644,22,403.5628410339786,357.77777777777777,439.0909090909091,-74.168701171875,40.69250106811523,-85.58219909667969,44.74140167236328
135,EWR,TYS,ExpressJet Airlines Inc.,313,41.150159744408946,-39.0,281.0,313,97.63578274760384,80.0,138.0,323,631.0,631,631,313,390.83701939765183,274.34782608695656,473.25,-74.168701171875,40.69250106811523,-83.99400329999997,35.81100082
136,EWR,XNA,ExpressJet Airlines Inc.,283,8.346289752650177,-39.0,330.0,283,166.99293286219083,141.0,224.0,291,1131.0,1131,1131,283,409.6321264136428,302.94642857142856,481.27659574468083,-74.168701171875,40.69250106811523,-94.306801,36.281898
137,JFK,ABQ,JetBlue Airways,254,4.381889763779528,-61.0,153.0,254,249.16929133858267,212.0,318.0,254,1826.0,1826,1826,254,442.2063475346641,344.52830188679246,516.7924528301887,-73.77890015,40.63980103,-106.60900115966795,35.04019927978516
138,JFK,ACK,JetBlue Airways,264,4.8522727272727275,-25.0,221.0,264,42.06818181818182,35.0,141.0,265,199.0,199,199,264,288.9536420448071,84.68085106382978,341.1428571428571,-73.77890015,40.63980103,-70.06020355,41.25310135
139,JFK,ATL,Endeavor Air Inc.,52,1.4038461538461537,-43.0,55.0,52,120.8076923076923,100.0,144.0,55,760.0,760,760,52,379.8604331013253,316.6666666666667,456.0,-73.77890015,40.63980103,-84.4281005859375,33.63669967651367
140,JFK,ATL,Delta Air Lines Inc.,1867,6.344402785216926,-44.0,612.0,1867,111.79539367970006,89.0,172.0,1874,760.0,760,760,1867,410.8824668391631,265.1162790697674,512.3595505617977,-73.77890015,40.63980103,-84.4281005859375,33.63669967651367
141,JFK,ATL,ExpressJet Airlines Inc.,1,128.0,128.0,128.0,1,118.0,118.0,118.0,1,760.0,760,760,1,386.4406779661017,386.4406779661017,386.4406779661017,-73.77890015,40.63980103,-84.4281005859375,33.63669967651367
142,JFK,AUS,Endeavor Air Inc.,2,-3.5,-32.0,25.0,2,222.0,219.0,225.0,2,1521.0,1521,1521,2,411.15616438356165,405.6,416.7123287671233,-73.77890015,40.63980103,-97.6698989868164,30.194499969482425
143,JFK,AUS,American Airlines Inc.,358,16.20949720670391,-50.0,260.0,358,215.06703910614524,177.0,272.0,365,1521.0,1521,1521,358,427.04139412218376,335.5147058823529,515.593220338983,-73.77890015,40.63980103,-97.6698989868164,30.194499969482425
144,JFK,AUS,JetBlue Airways,742,11.692722371967655,-52.0,250.0,742,213.84636118598382,175.0,301.0,747,1521.0,1521,1521,742,430.14981415500205,303.18936877076413,521.4857142857143,-73.77890015,40.63980103,-97.6698989868164,30.194499969482425
145,JFK,AUS,Delta Air Lines Inc.,352,1.4090909090909092,-50.0,328.0,352,211.9630681818182,179.0,268.0,357,1521.0,1521,1521,352,433.2940783595552,340.5223880597015,509.83240223463685,-73.77890015,40.63980103,-97.6698989868164,30.194499969482425
146,JFK,BHM,ExpressJet Airlines Inc.,1,-19.0,-19.0,-19.0,1,117.0,117.0,117.0,1,865.0,865,865,1,443.5897435897436,443.5897435897436,443.5897435897436,-73.77890015,40.63980103,-86.75350189,33.56290054
147,JFK,BNA,Endeavor Air Inc.,347,10.247838616714697,-56.0,312.0,347,115.1757925072046,92.0,150.0,364,765.0,765,765,347,402.10264075098536,306.0,498.9130434782608,-73.77890015,40.63980103,-86.6781997680664,36.1245002746582
148,JFK,BNA,Delta Air Lines Inc.,1,-27.0,-27.0,-27.0,1,127.0,127.0,127.0,1,765.0,765,765,1,361.4173228346457,361.4173228346457,361.4173228346457,-73.77890015,40.63980103,-86.6781997680664,36.1245002746582
149,JFK,BNA,Envoy Air,346,14.18208092485549,-43.0,354.0,346,118.95086705202313,97.0,164.0,365,765.0,765,765,346,389.0678747971575,279.8780487804878,473.1958762886598,-73.77890015,40.63980103,-86.6781997680664,36.1245002746582
150,JFK,BOS,Endeavor Air Inc.,853,5.664712778429074,-37.0,386.0,853,38.922626025791324,30.0,86.0,914,187.0,187,187,853,292.7392801560623,130.46511627906978,374.0,-73.77890015,40.63980103,-71.00520325,42.36429977
151,JFK,BOS,American Airlines Inc.,1428,1.8788515406162465,-43.0,239.0,1428,38.43627450980392,29.0,96.0,1455,187.0,187,187,1428,296.18880048964434,116.875,386.8965517241379,-73.77890015,40.63980103,-71.00520325,42.36429977
152,JFK,BOS,JetBlue Airways,2531,8.621493480837614,-40.0,412.0,2531,38.47135519557487,29.0,77.0,2557,187.0,187,187,2531,295.3414625459844,145.7142857142857,386.8965517241379,-73.77890015,40.63980103,-71.00520325,42.36429977
153,JFK,BOS,Delta Air Lines Inc.,961,-1.012486992715921,-48.0,410.0,961,38.18210197710718,26.0,91.0,972,187.0,187,187,961,298.00123752983234,123.2967032967033,431.53846153846155,-73.77890015,40.63980103,-71.00520325,42.36429977
155,JFK,BTV,JetBlue Airways,1347,8.129175946547884,-30.0,396.0,1347,47.212323682256866,37.0,68.0,1364,266.0,266,266,1347,339.7746746981308,234.7058823529412,431.35135135135135,-73.77890015,40.63980103,-73.15329742429998,44.471900939899996
156,JFK,BUF,Endeavor Air Inc.,739,6.669824086603518,-53.0,396.0,739,57.198917456021654,45.0,105.0,779,301.0,301,301,739,317.78957008466705,172.0,401.3333333333333,-73.77890015,40.63980103,-78.73220062,42.94049835
157,JFK,BUF,JetBlue Airways,2773,9.800576992426974,-44.0,354.0,2773,57.11648034619546,38.0,98.0,2803,301.0,301,301,2773,318.14400834530164,184.28571428571428,475.2631578947369,-73.77890015,40.63980103,-78.73220062,42.94049835
158,JFK,BUR,JetBlue Airways,370,8.175675675675675,-61.0,247.0,370,334.1027027027027,293.0,403.0,371,2465.0,2465,2465,370,444.03955688403016,366.9975186104218,504.778156996587,-73.77890015,40.63980103,-118.35900115966795,34.200698852539055
159,JFK,BWI,Endeavor Air Inc.,815,8.731288343558282,-53.0,351.0,815,38.79754601226994,31.0,61.0,856,184.0,184,184,815,287.57907072237936,180.98360655737707,356.12903225806446,-73.77890015,40.63980103,-76.66829681,39.17539978
160,JFK,BWI,Envoy Air,333,9.603603603603604,-36.0,851.0,333,39.78378378378378,33.0,57.0,365,184.0,184,184,333,280.5335890971743,193.6842105263158,334.5454545454545,-73.77890015,40.63980103,-76.66829681,39.17539978
161,JFK,CHS,Endeavor Air Inc.,330,4.096969696969697,-49.0,278.0,330,94.60303030303031,78.0,123.0,347,636.0,636,636,330,406.060452813089,310.2439024390244,489.2307692307692,-73.77890015,40.63980103,-80.04049683,32.89860153
162,JFK,CHS,JetBlue Airways,612,5.728758169934641,-33.0,331.0,612,95.98039215686275,80.0,149.0,613,636.0,636,636,612,400.49157672739074,256.10738255033556,477.0,-73.77890015,40.63980103,-80.04049683,32.89860153
163,JFK,CLE,Endeavor Air Inc.,314,22.544585987261147,-44.0,336.0,314,76.04777070063695,63.0,100.0,342,425.0,425,425,314,337.0966787340599,255.0,404.76190476190476,-73.77890015,40.63980103,-81.8498001099,41.411701202399996
164,JFK,CLE,Envoy Air,352,12.78125,-40.0,282.0,352,78.11363636363636,66.0,115.0,365,425.0,425,425,352,328.5885466113404,221.7391304347826,386.3636363636363,-73.77890015,40.63980103,-81.8498001099,41.411701202399996
165,JFK,CLT,Endeavor Air Inc.,259,17.092664092664094,-41.0,744.0,259,87.65637065637065,74.0,123.0,279,541.0,541,541,259,373.7488380966295,263.9024390243903,438.64864864864865,-73.77890015,40.63980103,-80.94309997558594,35.2140007019043
166,JFK,CLT,JetBlue Airways,721,11.205270457697642,-47.0,386.0,721,88.1497919556172,71.0,119.0,729,541.0,541,541,721,371.6956466991919,272.7731092436975,457.1830985915493,-73.77890015,40.63980103,-80.94309997558594,35.2140007019043
167,JFK,CLT,US Airways Inc.,1840,3.2994565217391303,-43.0,328.0,1840,86.60108695652174,68.0,123.0,1862,541.0,541,541,1840,378.60334494837736,263.9024390243903,477.3529411764706,-73.77890015,40.63980103,-80.94309997558594,35.2140007019043
168,JFK,CMH,Endeavor Air Inc.,10,20.6,-6.0,70.0,10,77.9,69.0,87.0,12,483.0,483,483,10,373.9702449625622,333.1034482758621,420.00000000000006,-73.77890015,40.63980103,-82.89189910888672,39.99800109863281
169,JFK,CMH,Envoy Air,695,22.953956834532374,-34.0,1127.0,695,76.68920863309353,63.0,104.0,730,483.0,483,483,695,380.47882215121524,278.65384615384613,460.0,-73.77890015,40.63980103,-82.89189910888672,39.99800109863281
170,JFK,CVG,Endeavor Air Inc.,602,16.24750830564784,-55.0,337.0,602,94.03986710963456,79.0,122.0,632,589.0,589,589,602,378.3329274610269,289.672131147541,447.34177215189874,-73.77890015,40.63980103,-84.6678009033,39.0488014221
171,JFK,CVG,Envoy Air,350,24.02,-32.0,989.0,350,99.29714285714286,83.0,160.0,365,589.0,589,589,350,358.8350582714297,220.875,425.7831325301205,-73.77890015,40.63980103,-84.6678009033,39.0488014221
172,JFK,DCA,Endeavor Air Inc.,1011,0.0722057368941642,-62.0,384.0,1011,45.69831849653808,35.0,83.0,1074,213.0,213,213,1011,285.10148682442275,153.97590361445785,365.1428571428571,-73.77890015,40.63980103,-77.037697,38.8521
173,JFK,DCA,Delta Air Lines Inc.,2,-8.0,-15.0,-1.0,2,58.0,56.0,60.0,2,213.0,213,213,2,220.60714285714286,213.0,228.21428571428572,-73.77890015,40.63980103,-77.037697,38.8521
174,JFK,DCA,Envoy Air,2063,11.181289384391663,-38.0,360.0,2063,48.95928259815802,34.0,97.0,2194,213.0,213,213,2063,264.8892140321793,131.75257731958763,375.88235294117646,-73.77890015,40.63980103,-77.037697,38.8521
175,JFK,DEN,JetBlue Airways,336,15.19047619047619,-53.0,262.0,336,225.77678571428572,194.0,265.0,338,1626.0,1626,1626,336,433.90285001623516,368.1509433962264,502.88659793814435,-73.77890015,40.63980103,-104.672996521,39.861698150635
176,JFK,DEN,Delta Air Lines Inc.,361,6.761772853185596,-66.0,335.0,361,228.67036011080333,196.0,299.0,365,1626.0,1626,1626,361,428.50575844220424,326.2876254180602,497.7551020408163,-73.77890015,40.63980103,-104.672996521,39.861698150635
177,JFK,DFW,Endeavor Air Inc.,333,10.93993993993994,-62.0,421.0,333,198.04504504504504,165.0,261.0,365,1391.0,1391,1391,333,424.9481868097691,319.7701149425288,505.8181818181818,-73.77890015,40.63980103,-97.03800201416016,32.896800994873054
178,JFK,DFW,American Airlines Inc.,359,-2.1253481894150417,-56.0,186.0,359,198.73816155988857,161.0,270.0,367,1391.0,1391,1391,359,422.8839438992487,309.1111111111111,518.3850931677019,-73.77890015,40.63980103,-97.03800201416016,32.896800994873054
179,JFK,DTW,Endeavor Air Inc.,731,9.079343365253077,-51.0,383.0,731,87.10670314637483,72.0,137.0,779,509.0,509,509,731,353.0457526841285,222.9197080291971,424.1666666666667,-73.77890015,40.63980103,-83.35340118408203,42.212398529052734
180,JFK,DTW,Delta Air Lines Inc.,383,-1.0287206266318538,-46.0,328.0,383,88.40208877284596,72.0,170.0,387,509.0,509,509,383,348.9015598652033,179.6470588235294,424.1666666666667,-73.77890015,40.63980103,-83.35340118408203,42.212398529052734
181,JFK,EGE,American Airlines Inc.,101,18.534653465346533,-53.0,266.0,101,256.44554455445547,219.0,382.0,103,1746.5728155339805,1746,1747,101,410.4804831937451,274.3979057591623,478.6301369863014,-73.77890015,40.63980103,-106.9179993,39.64260101
182,JFK,FLL,American Airlines Inc.,179,-2.005586592178771,-42.0,99.0,179,162.91061452513966,139.0,215.0,182,1069.0,1069,1069,179,395.5526629729784,298.3255813953488,461.4388489208633,-73.77890015,40.63980103,-80.15270233154297,26.072599411010746
183,JFK,FLL,JetBlue Airways,2956,11.013531799729364,-52.0,405.0,2956,151.59100135317996,123.0,222.0,2989,1069.0,1069,1069,2956,425.5877967896062,288.9189189189189,521.4634146341464,-73.77890015,40.63980103,-80.15270233154297,26.072599411010746
184,JFK,FLL,Delta Air Lines Inc.,1075,-2.8009302325581396,-57.0,372.0,1075,151.4706976744186,124.0,231.0,1083,1069.0,1069,1069,1075,426.29215887680726,277.6623376623377,517.258064516129,-73.77890015,40.63980103,-80.15270233154297,26.072599411010746
186,JFK,HOU,JetBlue Airways,711,7.69901547116737,-40.0,338.0,711,205.50070323488046,170.0,294.0,714,1428.0,1428,1428,711,420.02409007379543,291.4285714285714,504.0,-73.77890015,40.63980103,-95.27890015,29.64539909
187,JFK,IAD,Endeavor Air Inc.,531,3.9152542372881354,-51.0,256.0,531,47.68173258003767,38.0,80.0,580,228.0,228,228,531,290.0622551409957,171.0,360.0,-73.77890015,40.63980103,-77.45580292,38.94449997
188,JFK,IAD,JetBlue Airways,667,12.805097451274364,-34.0,395.0,667,48.74812593703148,39.0,88.0,675,228.0,228,228,667,283.60870880773007,155.45454545454547,350.7692307692308,-73.77890015,40.63980103,-77.45580292,38.94449997
189,JFK,IAD,ExpressJet Airlines Inc.,1324,17.733383685800604,-34.0,577.0,1324,48.014350453172206,38.0,97.0,1406,228.0,228,228,1324,288.0264501965109,141.03092783505156,360.0,-73.77890015,40.63980103,-77.45580292,38.94449997
190,JFK,IAH,American Airlines Inc.,271,17.132841328413285,-38.0,783.0,271,201.85977859778598,172.0,260.0,274,1417.0,1417,1417,271,423.5584275950279,327.0,494.30232558139534,-73.77890015,40.63980103,-95.34140014648438,29.98439979553223
191,JFK,IND,Endeavor Air Inc.,306,4.813725490196078,-52.0,291.0,306,103.63725490196079,86.0,139.0,324,665.0,665,665,306,387.55014872300495,287.0503597122302,463.95348837209303,-73.77890015,40.63980103,-86.294403,39.7173
192,JFK,IND,Envoy Air,352,9.889204545454545,-42.0,258.0,352,107.1846590909091,89.0,149.0,365,665.0,665,665,352,374.86259123509177,267.7852348993288,448.314606741573,-73.77890015,40.63980103,-86.294403,39.7173
193,JFK,JAC,Delta Air Lines Inc.,2,11.0,9.0,13.0,2,275.5,270.0,281.0,2,1894.0,1894,1894,2,412.6508501383946,404.4128113879003,420.8888888888889,-73.77890015,40.63980103,-110.73799896240234,43.6072998046875
194,JFK,JAX,Endeavor Air Inc.,248,12.870967741935484,-55.0,219.0,248,116.8225806451613,98.0,147.0,273,828.0,828,828,248,427.99368205193,337.95918367346934,506.9387755102041,-73.77890015,40.63980103,-81.68789672851562,30.49410057067871
195,JFK,JAX,JetBlue Airways,1013,8.53405725567621,-41.0,336.0,1013,120.86574531095755,98.0,199.0,1026,828.0,828,828,1013,413.89239547901536,249.64824120603012,506.9387755102041,-73.77890015,40.63980103,-81.68789672851562,30.49410057067871
196,JFK,LAS,American Airlines Inc.,634,9.121451104100947,-60.0,852.0,634,306.17981072555204,264.0,368.0,639,2248.0,2248,2248,634,441.9776094055468,366.52173913043475,510.9090909090909,-73.77890015,40.63980103,-115.1520004,36.08010101
197,JFK,LAS,JetBlue Airways,1303,4.806600153491941,-65.0,332.0,1303,302.18726016884114,261.0,376.0,1310,2248.0,2248,2248,1303,447.7378693373085,358.72340425531917,516.7816091954023,-73.77890015,40.63980103,-115.1520004,36.08010101
198,JFK,LAS,Delta Air Lines Inc.,1661,-3.913305237808549,-68.0,298.0,1661,301.5141481035521,260.0,353.0,1673,2248.0,2248,2248,1661,448.70889097713746,382.0963172804532,518.7692307692308,-73.77890015,40.63980103,-115.1520004,36.08010101
199,JFK,LAS,Virgin America,364,-6.815934065934066,-56.0,153.0,364,307.3956043956044,264.0,372.0,365,2248.0,2248,2248,364,440.1612997890468,362.5806451612903,510.9090909090909,-73.77890015,40.63980103,-115.1520004,36.08010101
200,JFK,LAX,American Airlines Inc.,3187,-1.9272042673360528,-69.0,361.0,3187,327.4273611546909,277.0,393.0,3217,2475.0,2475,2475,3187,454.83411147164935,377.86259541984737,536.101083032491,-73.77890015,40.63980103,-118.4079971,33.94250107
201,JFK,LAX,JetBlue Airways,1669,2.0137807070101856,-71.0,235.0,1669,328.28160575194727,284.0,398.0,1688,2475.0,2475,2475,1669,453.90459242354035,373.1155778894472,522.887323943662,-73.77890015,40.63980103,-118.4079971,33.94250107
202,JFK,LAX,Delta Air Lines Inc.,2487,-3.8451950140731803,-68.0,784.0,2487,329.87173301166064,283.0,440.0,2501,2475.0,2475,2475,2487,451.4356372167527,337.5,524.7349823321555,-73.77890015,40.63980103,-118.4079971,33.94250107
203,JFK,LAX,United Air Lines Inc.,2037,1.5925380461462935,-62.0,373.0,2037,327.78006872852234,275.0,391.0,2059,2475.0,2475,2475,2037,454.43398746829746,379.79539641943734,540.0,-73.77890015,40.63980103,-118.4079971,33.94250107
204,JFK,LAX,Virgin America,1779,2.10061832490163,-68.0,420.0,1779,333.61720067453626,286.0,404.0,1797,2475.0,2475,2475,1779,446.4824872941547,367.5742574257426,519.2307692307693,-73.77890015,40.63980103,-118.4079971,33.94250107
205,JFK,LGB,JetBlue Airways,661,-0.06202723146747353,-70.0,302.0,661,329.8593040847201,287.0,385.0,668,2465.0,2465,2465,661,449.7410485652821,384.15584415584414,515.3310104529617,-73.77890015,40.63980103,-118.1520004,33.81769943
206,JFK,MCI,Endeavor Air Inc.,254,5.7952755905511815,-68.0,315.0,254,157.65748031496062,136.0,199.0,276,1113.0,1113,1113,254,425.87926079560464,335.57788944723615,491.0294117647059,-73.77890015,40.63980103,-94.713898,39.2976
207,JFK,MCO,American Airlines Inc.,725,2.0510344827586207,-41.0,174.0,725,137.0993103448276,116.0,181.0,730,944.0,944,944,725,415.33023975271396,312.9281767955801,488.2758620689655,-73.77890015,40.63980103,-81.30899810791016,28.429399490356445
208,JFK,MCO,JetBlue Airways,3279,10.365355291247331,-45.0,329.0,3279,134.99146081122294,111.0,193.0,3304,944.0,944,944,3279,422.0877871029752,293.47150259067354,510.27027027027026,-73.77890015,40.63980103,-81.30899810791016,28.429399490356445
209,JFK,MCO,Delta Air Lines Inc.,1425,-4.68561403508772,-63.0,298.0,1425,133.6484210526316,107.0,172.0,1430,944.0,944,944,1425,426.38181750993067,329.30232558139534,529.3457943925233,-73.77890015,40.63980103,-81.30899810791016,28.429399490356445
210,JFK,MEM,Endeavor Air Inc.,1,-5.0,-5.0,-5.0,1,166.0,166.0,166.0,1,964.0,964,964,1,348.43373493975906,348.43373493975906,348.43373493975906,-73.77890015,40.63980103,-89.97669982910156,35.04240036010742
211,JFK,MIA,American Airlines Inc.,2197,-3.2312243969048704,-51.0,614.0,2197,152.23714155666818,125.0,232.0,2221,1089.0,1089,1089,2197,431.3531901714986,281.63793103448273,522.7199999999999,-73.77890015,40.63980103,-80.29060363769531,25.79319953918457
212,JFK,MIA,Delta Air Lines Inc.,1088,0.5248161764705882,-64.0,399.0,1088,151.91360294117646,126.0,211.0,1093,1089.0,1089,1089,1088,432.3553752613767,309.66824644549763,518.5714285714286,-73.77890015,40.63980103,-80.29060363769531,25.79319953918457
213,JFK,MKE,Endeavor Air Inc.,172,13.116279069767442,-63.0,223.0,172,114.36046511627907,98.0,136.0,183,745.0,745,745,172,392.35121653645507,328.6764705882353,456.12244897959187,-73.77890015,40.63980103,-87.89659881591797,42.94720077514648
